tenant_id,metric_name,experimental_phase,round_id,count,mean,std,min,max,skewness,kurtosis
tenant-cpu,cpu_usage,1 - Baseline,round-3,164,0.1709949429603052,0.48773613471418353,0.0006360876391858,2.00080861771417,2.837541336168309,6.7195136708770455
tenant-cpu,cpu_usage,2 - CPU Noise,round-3,166,0.000979003493175071,0.0001371109705204877,0.0005341071687479,0.0012802936926374,-0.14318673079293145,0.2151022854859801
tenant-cpu,cpu_usage,3 - Memory Noise,round-3,167,0.000998324408772701,0.00014113303254500832,0.0006161810376089,0.00141578499478,-0.0073867729828547965,0.26652117574657996
tenant-cpu,cpu_usage,4 - Network Noise,round-3,164,0.0010578807767167848,0.00017217902194612816,0.0003886816722132,0.0013787947719465,-0.5516757949928497,0.5923010506110753
tenant-cpu,cpu_usage,5 - Disk Noise,round-3,163,0.0010597742935064762,0.00016398116826024176,0.0006382250000001,0.001463688600441,0.04080281778280156,-0.06521854142211403
tenant-cpu,cpu_usage,6 - Combined Noise,round-3,163,0.001086512378376051,0.0001525795492486399,0.0007356267439136,0.0014756298674214,0.1630847097279825,-0.5257132112860821
tenant-cpu,cpu_usage,7 - Recovery,round-3,167,0.0009953785083282737,0.00015275250900582732,0.0006997098307091,0.0013573520359333,0.24007911027738138,-0.7794196846732087
tenant-cpu,disk_throughput_total,1 - Baseline,round-3,164,1028.4490768097996,4445.250047615881,0.0,22755.000379736382,4.370472793344153,17.58628524832048
tenant-cpu,disk_throughput_total,2 - CPU Noise,round-3,166,0.0,0.0,0.0,0.0,0.0,0.0
tenant-cpu,disk_throughput_total,3 - Memory Noise,round-3,167,0.0,0.0,0.0,0.0,0.0,0.0
tenant-cpu,disk_throughput_total,4 - Network Noise,round-3,164,0.0,0.0,0.0,0.0,0.0,0.0
tenant-cpu,disk_throughput_total,5 - Disk Noise,round-3,163,0.0,0.0,0.0,0.0,0.0,0.0
tenant-cpu,disk_throughput_total,6 - Combined Noise,round-3,163,0.0,0.0,0.0,0.0,0.0,0.0
tenant-cpu,disk_throughput_total,7 - Recovery,round-3,167,0.0,0.0,0.0,0.0,0.0,0.0
tenant-cpu,memory_usage,1 - Baseline,round-3,167,5476302.946107784,3644007.9481979664,0.0,13737984.0,0.9934643179718444,-0.19159889885245507
tenant-cpu,memory_usage,2 - CPU Noise,round-3,166,2954301.686746988,69055.24954269802,2924544.0,3805184.0,11.51817840812884,141.88165972850265
tenant-cpu,memory_usage,3 - Memory Noise,round-3,167,2950027.497005988,18826.15158380265,2924544.0,3076096.0,3.992727094173152,20.906091352746852
tenant-cpu,memory_usage,4 - Network Noise,round-3,164,2953590.6341463416,38831.07778318777,2924544.0,3190784.0,4.086885820279931,18.741755995846148
tenant-cpu,memory_usage,5 - Disk Noise,round-3,163,2946205.055214724,17689.273317029994,2924544.0,3137536.0,7.857020134559129,84.81874554472355
