metric_name,phase,tenant1,tenant2,mean_correlation,std_correlation
cpu_usage,6-Combined-Noise,tenant-nsy,tenant-ntk,0.1968073510937419,0.1421326404780989
cpu_usage,7-Recovery,tenant-cpu,tenant-dsk,0.23029657561240258,0.1518394689131261
cpu_usage,7-Recovery,tenant-cpu,tenant-mem,0.6664976314122449,0.17642297574543814
cpu_usage,7-Recovery,tenant-cpu,tenant-nsy,-0.6595023108466644,0.20673061334143758
cpu_usage,7-Recovery,tenant-cpu,tenant-ntk,0.2866539775988722,0.1116755925323057
cpu_usage,7-Recovery,tenant-dsk,tenant-mem,0.20123892472349492,0.15879441951961307
cpu_usage,7-Recovery,tenant-dsk,tenant-nsy,-0.15125590732498356,0.1783410171591485
cpu_usage,7-Recovery,tenant-dsk,tenant-ntk,0.410661460466343,0.07896833141644753
cpu_usage,7-Recovery,tenant-mem,tenant-nsy,-0.662015493581448,0.217668615476473
cpu_usage,7-Recovery,tenant-mem,tenant-ntk,0.24399442875904234,0.09852293970189335
cpu_usage,7-Recovery,tenant-nsy,tenant-ntk,-0.07675507605157567,0.10111314069764635
disk_io_total,1-Baseline,tenant-cpu,tenant-dsk,0.43067207639619776,0.12689266560807005
disk_io_total,1-Baseline,tenant-cpu,tenant-mem,0.31997803972780664,0.07793194681183692
disk_io_total,1-Baseline,tenant-cpu,tenant-ntk,0.21277500205797106,0.2410261727665772
disk_io_total,1-Baseline,tenant-dsk,tenant-mem,0.4054993620386216,0.15089960778426206
disk_io_total,1-Baseline,tenant-dsk,tenant-ntk,0.06460732564307742,0.3078099381354934
disk_io_total,1-Baseline,tenant-mem,tenant-ntk,0.21873669001427845,0.1649397205874707
disk_io_total,2-CPU-Noise,tenant-cpu,tenant-dsk,0.22128689131275764,0.04976874200331368
disk_io_total,2-CPU-Noise,tenant-cpu,tenant-mem,0.21097952738758857,0.07433843252644443
disk_io_total,2-CPU-Noise,tenant-cpu,tenant-nsy,0.13683930345964893,0.10494808889856458
disk_io_total,2-CPU-Noise,tenant-cpu,tenant-ntk,0.13612152340315833,0.09790715864487373
disk_io_total,2-CPU-Noise,tenant-dsk,tenant-mem,0.20535040621435485,0.12596589426709784
disk_io_total,2-CPU-Noise,tenant-dsk,tenant-nsy,0.19633134267899585,0.16480973303859148
disk_io_total,2-CPU-Noise,tenant-dsk,tenant-ntk,0.21010081604442807,0.09164194343436974
disk_io_total,2-CPU-Noise,tenant-mem,tenant-nsy,0.15506258235047923,0.15192809638446733
disk_io_total,2-CPU-Noise,tenant-mem,tenant-ntk,0.17867858545092724,0.11212012774659537
disk_io_total,2-CPU-Noise,tenant-nsy,tenant-ntk,0.10615308335122979,0.11649261330560874
disk_io_total,3-Memory-Noise,tenant-cpu,tenant-dsk,0.20559512146336298,0.09458584878377958
disk_io_total,3-Memory-Noise,tenant-cpu,tenant-mem,0.20598496157354534,0.0786215670790694
disk_io_total,3-Memory-Noise,tenant-cpu,tenant-nsy,0.21213853372565536,0.0994256035146704
disk_io_total,3-Memory-Noise,tenant-cpu,tenant-ntk,0.1499336603204747,0.09794941672173857
disk_io_total,3-Memory-Noise,tenant-dsk,tenant-mem,0.15737830118893695,0.06757891178435958
disk_io_total,3-Memory-Noise,tenant-dsk,tenant-nsy,0.17712035430105752,0.09298430772131497
disk_io_total,3-Memory-Noise,tenant-dsk,tenant-ntk,0.18090311523170693,0.14198565897703141
disk_io_total,3-Memory-Noise,tenant-mem,tenant-nsy,0.14172869142957356,0.11595288565610916
disk_io_total,3-Memory-Noise,tenant-mem,tenant-ntk,0.2026846619764051,0.09248826572254355
disk_io_total,3-Memory-Noise,tenant-nsy,tenant-ntk,0.13425883700896182,0.07277994957145928
disk_io_total,4-Network-Noise,tenant-cpu,tenant-dsk,0.18045130893592712,0.13340361773609394
disk_io_total,4-Network-Noise,tenant-cpu,tenant-mem,0.26224512761572255,0.1423783537877605
disk_io_total,4-Network-Noise,tenant-cpu,tenant-nsy,0.2652290380661496,0.16151771964866696
disk_io_total,4-Network-Noise,tenant-cpu,tenant-ntk,0.2633359153315252,0.13488998985002684
disk_io_total,4-Network-Noise,tenant-dsk,tenant-mem,0.1947078472675818,0.04794007531190398
disk_io_total,4-Network-Noise,tenant-dsk,tenant-nsy,0.20205326797453843,0.08627023355608479
disk_io_total,4-Network-Noise,tenant-dsk,tenant-ntk,0.21683551530457307,0.09206056751096693
disk_io_total,4-Network-Noise,tenant-mem,tenant-nsy,0.21093141108289712,0.11010707558196686
disk_io_total,4-Network-Noise,tenant-mem,tenant-ntk,0.22790258767278745,0.1672544634128186
disk_io_total,4-Network-Noise,tenant-nsy,tenant-ntk,0.21907891412369346,0.13085928042219658
disk_io_total,5-Disk-Noise,tenant-cpu,tenant-dsk,0.001420475389558605,0.15023569166439302
disk_io_total,5-Disk-Noise,tenant-cpu,tenant-mem,0.3019026887720281,0.19318249656305184
disk_io_total,5-Disk-Noise,tenant-cpu,tenant-nsy,-0.008550488174977087,0.1182775647029041
disk_io_total,5-Disk-Noise,tenant-cpu,tenant-ntk,0.26925860168476484,0.12268010946484025
disk_io_total,5-Disk-Noise,tenant-dsk,tenant-mem,0.012022948396922268,0.0795085070685253
disk_io_total,5-Disk-Noise,tenant-dsk,tenant-nsy,0.6250587254459866,0.17924174193918518
disk_io_total,5-Disk-Noise,tenant-dsk,tenant-ntk,-0.07074302332823983,0.17356340496080075
disk_io_total,5-Disk-Noise,tenant-mem,tenant-nsy,-0.007410321674946635,0.1092372438341453
disk_io_total,5-Disk-Noise,tenant-mem,tenant-ntk,0.2553049216086515,0.13931650517818367
disk_io_total,5-Disk-Noise,tenant-nsy,tenant-ntk,-0.0028291950063156733,0.16729078911109777
disk_io_total,6-Combined-Noise,tenant-cpu,tenant-dsk,0.07684678051333797,0.20762856148263037
disk_io_total,6-Combined-Noise,tenant-cpu,tenant-mem,0.2586021077371795,0.20272673115241419
disk_io_total,6-Combined-Noise,tenant-cpu,tenant-nsy,0.10692361045139549,0.1691078674105026
disk_io_total,6-Combined-Noise,tenant-cpu,tenant-ntk,0.26883276227704755,0.1713269334983627
disk_io_total,6-Combined-Noise,tenant-dsk,tenant-mem,0.15704754019965206,0.11905527875809216
