tenant_id,metric_name,experimental_phase,mean,volatility,count,baseline_mean,baseline_std,baseline_count,percentage_change,cohen_d,p_value,is_significant
tenant-cpu,cpu_usage,2 - CPU Noise,0.0009250263698453985,0.0001372978985759871,200,0.41494918283133453,0.8651234421088008,97,-99.7770747821375,-0.8389246993701691,8.237638928674563e-06,True
tenant-cpu,cpu_usage,3 - Memory Noise,0.0009259691340470826,0.00013103595478948255,200,0.41494918283133453,0.8651234421088008,97,-99.77684758221986,-0.8389227910275153,8.237991133364667e-06,True
tenant-cpu,cpu_usage,4 - Network Noise,0.001125538308925823,0.00021273559259822817,196,0.41494918283133453,0.8651234421088008,97,-99.72875273515521,-0.8328141055745957,8.312892657347265e-06,True
tenant-cpu,cpu_usage,5 - Disk Noise,0.0010863674715271053,0.0001667104578554937,190,0.41494918283133453,0.8651234421088008,97,-99.73819264708162,-0.8242617089943536,8.298138823829274e-06,True
tenant-cpu,cpu_usage,6 - Combined Noise,0.0010112036772209423,0.00015503467753194127,192,0.41494918283133453,0.8651234421088008,97,-99.75630662282036,-0.8272990257643578,8.26990036254881e-06,True
tenant-cpu,cpu_usage,7 - Recovery,0.000990496386373881,0.000154821512165475,100,0.41494918283133453,0.8651234421088008,97,-99.7612969425279,-0.6819626693189144,8.262138130306824e-06,True
tenant-cpu,disk_throughput_total,2 - CPU Noise,0.0,0.0,200,0.0,0.0,97,,0.0,,False
tenant-cpu,disk_throughput_total,3 - Memory Noise,0.0,0.0,200,0.0,0.0,97,,0.0,,False
tenant-cpu,disk_throughput_total,4 - Network Noise,0.0,0.0,196,0.0,0.0,97,,0.0,,False
tenant-cpu,disk_throughput_total,5 - Disk Noise,0.0,0.0,190,0.0,0.0,97,,0.0,,False
tenant-cpu,disk_throughput_total,6 - Combined Noise,0.0,0.0,192,0.0,0.0,97,,0.0,,False
tenant-cpu,disk_throughput_total,7 - Recovery,0.0,0.0,100,0.0,0.0,97,,0.0,,False
tenant-cpu,memory_usage,2 - CPU Noise,2193530.88,67948.56305864225,200,3049616.8080808083,1874497.8423141704,99,-28.07191794760478,-0.7939972177715149,1.582653349913142e-05,True
tenant-cpu,memory_usage,3 - Memory Noise,2206556.16,74185.79497921346,200,3049616.8080808083,1874497.8423141704,99,-27.64480592600632,-0.781716923267759,2.074197309992467e-05,True
tenant-cpu,memory_usage,4 - Network Noise,2193282.612244898,46378.82450531745,196,3049616.8080808083,1874497.8423141704,99,-28.08005889680351,-0.7894320809728654,1.5707222879576554e-05,True
tenant-cpu,memory_usage,5 - Disk Noise,2187781.389473684,12859.728288204504,190,3049616.8080808083,1874497.8423141704,99,-28.260449520197138,-0.7867696435301652,1.39779628774359e-05,True
tenant-cpu,memory_usage,6 - Combined Noise,2184554.6666666665,17329.757435949057,192,3049616.8080808083,1874497.8423141704,99,-28.366257003893697,-0.7924321284639807,1.3068304271075159e-05,True
tenant-cpu,memory_usage,7 - Recovery,2197176.32,45440.56385935545,100,3049616.8080808083,1874497.8423141704,99,-27.95238030633981,-0.6445703576090508,1.7062835702569734e-05,True
tenant-cpu,network_total_bandwidth,2 - CPU Noise,36.578672692220174,4.3445303692686394,200,36.85943183508072,4.791711800099758,97,-0.7617023076121743,-0.062461160925769345,0.6262047684899317,False
tenant-cpu,network_total_bandwidth,3 - Memory Noise,35.33419199394383,3.9468485212769777,200,36.85943183508072,4.791711800099758,97,-4.137990645002971,-0.3597005636076862,0.007258628577514341,True
tenant-cpu,network_total_bandwidth,4 - Network Noise,36.59749814052507,3.8889351529330662,196,36.85943183508072,4.791711800099758,97,-0.7106286817648598,-0.062243347452616754,0.6407491456671279,False
tenant-cpu,network_total_bandwidth,5 - Disk Noise,37.148318684610786,3.7834263257455136,190,36.85943183508072,4.791711800099758,97,0.7837528555041899,0.06960277301871252,0.6057692515022488,False
tenant-cpu,network_total_bandwidth,6 - Combined Noise,36.21684254833157,3.732637567775918,192,36.85943183508072,4.791711800099758,97,-1.743351035968953,-0.15606956043846107,0.24965408300434827,False
tenant-cpu,network_total_bandwidth,7 - Recovery,36.879568551318684,3.812368713781481,100,36.85943183508072,4.791711800099758,97,0.05463110860759116,0.0046587674466095665,0.9740462700290711,False
tenant-dsk,cpu_usage,2 - CPU Noise,0.020358111900365943,0.0013973425987327515,200,0.020573609462756687,0.0035419329495766446,97,-1.0474465493322764,-0.09273805054477108,0.5645650977638708,False
tenant-dsk,cpu_usage,3 - Memory Noise,0.02033258109967544,0.001580190969089417,200,0.020573609462756687,0.0035419329495766446,97,-1.1715414522549739,-0.10036791586089294,0.523424964148376,False
tenant-dsk,cpu_usage,4 - Network Noise,0.021782243687347626,0.001683321578987648,196,0.020573609462756687,0.0035419329495766446,97,5.87468245073314,0.49189066235238976,0.0018383301740130913,True
tenant-dsk,cpu_usage,5 - Disk Noise,0.02283882911604841,0.0020681902037283334,190,0.020573609462756687,0.0035419329495766446,97,11.010317160886759,0.8523829860612545,4.4709192720504306e-08,True
tenant-dsk,cpu_usage,6 - Combined Noise,0.022581201170188733,0.0016622141587986396,192,0.020573609462756687,0.0035419329495766446,97,9.758091846091874,0.8172093562314338,5.583318535726817e-07,True
tenant-dsk,cpu_usage,7 - Recovery,0.021390973348082723,0.0015903174639437818,100,0.020573609462756687,0.0035419329495766446,97,3.972875478197769,0.2992551359149348,0.03958329174844238,True
tenant-dsk,disk_throughput_total,2 - CPU Noise,2265.262004152327,174.1574545574953,200,4569.205981332003,4751.3043381684865,97,-50.423289879963704,-0.848849155918631,6.44951338283476e-06,True
tenant-dsk,disk_throughput_total,3 - Memory Noise,2164.0390104220705,193.0800426733815,200,4569.205981332003,4751.3043381684865,97,-52.63861994264448,-0.8858612534379605,2.755099178511688e-06,True
tenant-dsk,disk_throughput_total,4 - Network Noise,2289.538251467959,207.10623458666785,196,4569.205981332003,4751.3043381684865,97,-49.891988655750666,-0.8337447782639242,7.904391038369363e-06,True
