tenant_id,metric_name,experimental_phase,mean,volatility,count,baseline_mean,baseline_std,baseline_count,percentage_change,cohen_d,p_value,is_significant,round_id
tenant-ntk,disk_io_total,6-Combined-Noise,247587.3273825195,36205.81379648575,152,302922.07762963447,39822.1747953394,337,-18.26699152472129,-1.4284724716089643,1.9468400180428838e-39,True,round-8
tenant-ntk,disk_io_total,7-Recovery,297745.7890459375,52829.01115676769,214,302922.07762963447,39822.1747953394,337,-1.708785514810098,-0.1142315803833781,0.219969951733092,False,round-8
tenant-ntk,memory_usage,2-CPU-Noise,471134336.73142856,41311589.9322058,350,446166997.4599407,34673352.83398169,337,5.595962815185495,0.653597337154184,5.937792393877759e-17,True,round-8
tenant-ntk,memory_usage,3-Memory-Noise,489323047.1614731,43182733.46247482,353,446166997.4599407,34673352.83398169,337,9.672622571194816,1.0992902985412312,1.1703285666326508e-41,True,round-8
tenant-ntk,memory_usage,4-Network-Noise,480061229.3485714,40107324.328876406,350,446166997.4599407,34673352.83398169,337,7.596759079356594,0.90287549579657,1.2620514430010169e-29,True,round-8
tenant-ntk,memory_usage,5-Disk-Noise,499205854.7344633,43629813.40121149,354,446166997.4599407,34673352.83398169,337,11.8876693203389,1.342195554503489,5.931418981942221e-58,True,round-8
tenant-ntk,memory_usage,6-Combined-Noise,479003836.6315789,57445884.21885618,152,446166997.4599407,34673352.83398169,337,7.359764249391063,0.7628876011856782,5.174828124188864e-10,True,round-8
tenant-ntk,memory_usage,7-Recovery,481066988.8598131,44039473.73167488,214,446166997.4599407,34673352.83398169,337,7.822181290539297,0.9046574458510764,2.042472527707647e-20,True,round-8
tenant-ntk,network_receive,2-CPU-Noise,481146.3705733466,43545.29146269436,350,462225.95093449776,46445.45782885628,337,4.093326997455858,0.4205358132946846,5.2824899605399874e-08,True,round-8
tenant-ntk,network_receive,3-Memory-Noise,483377.7626812584,45747.29575809206,353,462225.95093449776,46445.45782885628,337,4.576076203423303,0.4589282825630957,2.7795955478363077e-09,True,round-8
tenant-ntk,network_receive,4-Network-Noise,474926.2076037798,41484.82904053397,350,462225.95093449776,46445.45782885628,337,2.7476295183352435,0.2887207430246124,0.000174170817318,True,round-8
tenant-ntk,network_receive,5-Disk-Noise,480171.254700867,43272.597127302055,354,462225.95093449776,46445.45782885628,337,3.88236613069617,0.4001366761705593,2.053158176118197e-07,True,round-8
tenant-ntk,network_receive,6-Combined-Noise,291678.6436713725,42685.07394168514,152,462225.95093449776,46445.45782885628,337,-36.89695633019393,-3.763769560117976,7.833566072004463e-125,True,round-8
tenant-ntk,network_receive,7-Recovery,431033.6038828667,51998.914194403456,214,462225.95093449776,46445.45782885628,337,-6.7482898761024686,-0.6408241589610139,3.950982190072102e-12,True,round-8
tenant-ntk,network_transmit,2-CPU-Noise,67874.50289477983,25238.538749852185,350,65654.14221719968,26951.450352473086,337,3.3819049379011896,0.0850947801097331,0.2658404896381191,False,round-8
tenant-ntk,network_transmit,3-Memory-Noise,68896.93328970688,26949.22925045209,353,65654.14221719968,26951.450352473086,337,4.9392025590392565,0.1203247974327985,0.1145883211144074,False,round-8
tenant-ntk,network_transmit,4-Network-Noise,71394.60446551158,28738.91073580681,350,65654.14221719968,26951.450352473086,337,8.74348830774618,0.2059250277804348,0.0070732997500567,True,round-8
tenant-ntk,network_transmit,5-Disk-Noise,71648.0143344571,29494.828338109844,354,65654.14221719968,26951.450352473086,337,9.129465277953438,0.211924136413392,0.0054044358762117,True,round-8
tenant-ntk,network_transmit,6-Combined-Noise,59093.14232926432,30333.819556714527,151,65654.14221719968,26951.450352473086,337,-9.993276381907473,-0.2339958589036724,0.0231547354415557,True,round-8
tenant-ntk,network_transmit,7-Recovery,62032.08982319521,27060.984485074037,213,65654.14221719968,26951.450352473086,337,-5.516868047749148,-0.1341805149236932,0.1263508325557149,False,round-8
