,tenant-cpu,tenant-dsk,tenant-mem,tenant-ntk
tenant-cpu,,0.13092626230282461,0.1649232668993422,0.006566692372570763
tenant-dsk,0.10383668680199784,,0.2618412806681173,0.03505437020146041
tenant-mem,0.22242060371547598,0.39881193519735725,,0.03927317927681551
tenant-ntk,0.01825932363707086,0.0364698830144087,0.06071928188237776,
