,tenant-cpu,tenant-dsk,tenant-mem,tenant-ntk
tenant-cpu,,0.6056873733816333,0.4869684534352239,0.5453785401149136
tenant-dsk,0.534459053898314,,0.5529985669449637,0.6592183120807343
tenant-mem,0.598616062970014,0.6890654585329243,,0.7200223632007037
tenant-ntk,0.6041837123375524,0.7587122694509398,0.7074120036944127,
