,tenant-cpu,tenant-dsk,tenant-mem,tenant-ntk
tenant-cpu,,0.10138131975380736,0.008253262578994405,0.005739910394787359
tenant-dsk,0.2964468226882858,,0.42026265572988675,0.06084666629416532
tenant-mem,0.0015151262013453446,0.004126195209464286,,0.08626204017045497
tenant-ntk,0.36851126940008433,0.06602624827138122,0.00032817693832954824,
