,tenant-cpu,tenant-dsk,tenant-mem,tenant-nsy,tenant-ntk
tenant-cpu,,0.040433046207135996,0.05568578236373886,0.04491127183638032,0.0017877887244579127
tenant-dsk,0.019017424389759258,,0.33052613160612854,0.3894111483464354,0.07136890891452884
tenant-mem,0.03906048881746861,0.315677956811518,,0.673969368066255,0.13291132583930831
tenant-nsy,0.0059832859161711585,0.12542176220929524,0.18762144785857507,,0.042261230340898986
tenant-ntk,0.04279599715240639,0.038137794866349856,0.06774589101196002,0.08432523737718248,
