,tenant-cpu,tenant-dsk,tenant-mem,tenant-ntk
tenant-cpu,,0.01953858033627571,0.18702221150269796,0.14452099032185142
tenant-dsk,0.01818181818181818,,0.03289319082507074,0.013225842353334183
tenant-mem,0.253832619038214,0.039596310249814456,,0.2511997574297569
tenant-ntk,0.21275808420811151,0.03652951108208343,0.23110277588042888,
