,tenant-cpu,tenant-dsk,tenant-mem,tenant-ntk
tenant-cpu,,0.002718961599861777,7.789731408343633e-05,2.2114779137452896e-08
tenant-dsk,6.468117380567001e-06,,5.1127899379725466e-05,1.8222035987850306e-09
tenant-mem,0.0012437586744623028,0.7728457658321767,,1.8591471031135744e-06
tenant-ntk,1.8461376311935434e-08,0.00020563049344490442,1.6553144882986703e-06,
