tenant_id,metric_name,experimental_phase,mean,volatility,count,baseline_mean,baseline_std,baseline_count,percentage_change,cohen_d,p_value,is_significant
tenant-cpu,cpu_usage,2-CPU-Noise,2.621085941731431,0.25048114167510893,363,3.8462546521603076,0.26139587411813353,370,-31.853551603525315,-4.784900779723183,4.331237060530357e-305,True
tenant-cpu,cpu_usage,3-Memory-Noise,2.938461912843568,0.24750765524793764,351,3.8462546521603076,0.26139587411813353,370,-23.60199262435377,-3.563746737492777,6.52518775235851e-226,True
tenant-cpu,cpu_usage,4-Network-Noise,2.448657068329791,0.24227470068206397,358,3.8462546521603076,0.26139587411813353,370,-36.33658481363252,-5.542183042260434,0.0,True
tenant-cpu,cpu_usage,5-Disk-Noise,3.4645432933727256,0.24431091648665293,362,3.8462546521603076,0.26139587411813353,370,-9.924235218622043,-1.5081968788782818,1.3005884783019777e-73,True
tenant-cpu,cpu_usage,6-Combined-Noise,1.6551492321142143,0.1695598481697768,359,3.8462546521603076,0.26139587411813353,370,-56.96724783460256,-9.914748997464073,0.0,True
tenant-cpu,cpu_usage,7-Recovery,3.737676521477753,0.37270477931587204,364,3.8462546521603076,0.26139587411813353,370,-2.822957409270082,-0.33777781240075294,6.038069557869938e-06,True
tenant-cpu,memory_usage,2-CPU-Noise,248308468.0110193,47065475.545583,363,247011405.4918919,45926434.83187865,370,0.5251022787973952,0.0278974236194403,0.7058811153532996,False
tenant-cpu,memory_usage,3-Memory-Noise,266685521.45454547,50812757.81725293,352,247011405.4918919,45926434.83187865,370,7.964861348598487,0.4067402650036938,7.00435876567334e-08,True
tenant-cpu,memory_usage,4-Network-Noise,263483094.52513966,48326551.52764949,358,247011405.4918919,45926434.83187865,370,6.668392093250305,0.3495545843743778,2.9558449795221525e-06,True
tenant-cpu,memory_usage,5-Disk-Noise,281523386.6961326,50419395.33843384,362,247011405.4918919,45926434.83187865,370,13.971816862267747,0.7160062704008271,6.7007518665838884e-21,True
tenant-cpu,memory_usage,6-Combined-Noise,293976480.44568247,51581385.0719705,359,247011405.4918919,45926434.83187865,370,19.013322425442496,0.9625351321328749,1.0982975347958626e-34,True
tenant-cpu,memory_usage,7-Recovery,291321923.51648355,49770015.18429218,364,247011405.4918919,45926434.83187865,370,17.93865264494685,0.9256222284384453,9.606811201741461e-33,True
tenant-dsk,cpu_usage,2-CPU-Noise,0.9343814952207482,0.1014949197893431,363,0.9566638588999105,0.12238091936746497,370,-2.329173771107571,-0.19802405922716865,0.00741595892763943,True
tenant-dsk,cpu_usage,3-Memory-Noise,0.9354580681068417,0.10199430033948378,351,0.9566638588999105,0.12238091936746497,370,-2.21663968966631,-0.1877986791333585,0.011541253915953275,True
tenant-dsk,cpu_usage,4-Network-Noise,0.9203170882326418,0.0893504219334193,358,0.9566638588999105,0.12238091936746497,370,-3.7993251578526896,-0.33837543972457457,5.351606834676433e-06,True
tenant-dsk,cpu_usage,5-Disk-Noise,0.910898689099927,0.09816640424117545,362,0.9566638588999105,0.12238091936746497,370,-4.7838296988254445,-0.4120459300720413,3.305121072838755e-08,True
tenant-dsk,cpu_usage,6-Combined-Noise,0.9254365728529684,0.0865653867258432,359,0.9566638588999105,0.12238091936746497,370,-3.2641858220557216,-0.2938663775106142,7.439836253682032e-05,True
tenant-dsk,cpu_usage,7-Recovery,0.935953705560153,0.10008753494842988,364,0.9566638588999105,0.12238091936746497,370,-2.1648307445807067,-0.18510676505191995,0.0122436987899598,True
tenant-dsk,memory_usage,2-CPU-Noise,518306068.45179063,49798296.95646326,363,486495403.5891892,44807846.726018995,370,6.5387390359526,0.6718911124256995,9.803108752817485e-19,True
tenant-dsk,memory_usage,3-Memory-Noise,514877737.5726496,46012708.99106177,351,486495403.5891892,44807846.726018995,370,5.834039494323217,0.6251842251854386,2.7009830713416e-16,True
tenant-dsk,memory_usage,4-Network-Noise,529866042.6368715,48993627.361272775,358,486495403.5891892,44807846.726018995,370,8.914912397467535,0.9244940256143771,2.352424445788582e-32,True
tenant-dsk,memory_usage,5-Disk-Noise,526769417.9005525,52978711.887313366,362,486495403.5891892,44807846.726018995,370,8.278395646543844,0.821599554384075,1.8039556350797606e-26,True
tenant-dsk,memory_usage,6-Combined-Noise,541466487.0863509,46650306.95213002,359,486495403.5891892,44807846.726018995,370,11.299404494185298,1.20222601088289,1.096936069974483e-50,True
tenant-dsk,memory_usage,7-Recovery,546352150.5054945,43035269.324988075,364,486495403.5891892,44807846.726018995,370,12.303661344938435,1.36230760006917,9.351198181216679e-63,True
tenant-mem,cpu_usage,2-CPU-Noise,2.6339147698643695,0.23554823092095878,363,3.852926669149969,0.27155527823149056,370,-31.638595902852657,-4.792428665048528,2.2995873335601494e-303,True
tenant-mem,cpu_usage,3-Memory-Noise,2.946009581144519,0.21496029945813402,351,3.852926669149969,0.27155527823149056,370,-23.53839472905239,-3.692061030886916,5.156215738848379e-232,True
tenant-mem,cpu_usage,4-Network-Noise,2.411351701646105,0.21679521635747392,358,3.852926669149969,0.27155527823149056,370,-37.41506369810831,-5.856373628696506,0.0,True
tenant-mem,cpu_usage,5-Disk-Noise,3.441927584116475,0.26485391049230966,362,3.852926669149969,0.27155527823149056,370,-10.667191990035159,-1.5320795353207064,2.0273795446997323e-75,True
tenant-mem,cpu_usage,6-Combined-Noise,1.669339502089184,0.18419577788487823,359,3.852926669149969,0.27155527823149056,370,-56.67346810788193,-9.384819170659204,0.0,True
tenant-mem,cpu_usage,7-Recovery,3.761061550594053,0.3833894457667088,364,3.852926669149969,0.27155527823149056,370,-2.3842944972576734,-0.27690235318791806,0.00019965312867529982,True
tenant-mem,memory_usage,2-CPU-Noise,264557491.83471075,46365928.95588199,363,250939325.57837838,47565048.12644802,370,5.42687608845066,0.2899020767745046,9.485221329617961e-05,True
tenant-mem,memory_usage,3-Memory-Noise,264680019.14529914,44860878.065985374,351,250939325.57837838,47565048.12644802,370,5.475703553139976,0.29697767842063805,7.227369051860664e-05,True
tenant-mem,memory_usage,4-Network-Noise,267471076.82681563,49943702.16069864,358,250939325.57837838,47565048.12644802,370,6.5879475886587295,0.33911825148471203,5.7197151998093e-06,True
tenant-mem,memory_usage,5-Disk-Noise,297114211.0055249,48750682.00089326,362,250939325.57837838,47565048.12644802,370,18.40081673955254,0.9588800545326871,9.530138727245027e-35,True
tenant-mem,memory_usage,6-Combined-Noise,302441486.26183844,46773500.037231304,359,250939325.57837838,47565048.12644802,370,20.523750338754247,1.0916812357246743,3.2427315164646377e-43,True
tenant-mem,memory_usage,7-Recovery,286115885.010989,55457049.77303051,364,250939325.57837838,47565048.12644802,370,14.017954081742195,0.6813239840896097,3.371395928474935e-19,True
tenant-ntk,cpu_usage,2-CPU-Noise,3.711868602445708,0.25563544134360905,363,3.7393655604697513,0.2577782092093283,370,-0.7353375212823304,-0.10710903254753967,0.14749217391760777,False
tenant-ntk,cpu_usage,3-Memory-Noise,3.724948711872675,0.24307470530100694,351,3.7393655604697513,0.2577782092093283,370,-0.38554263721852533,-0.05749984857493289,0.43983294995432254,False
tenant-ntk,cpu_usage,4-Network-Noise,3.665081045041987,0.21620150006572816,358,3.7393655604697513,0.2577782092093283,370,-1.9865539815912683,-0.31180287917503713,2.7833357100968176e-05,True
tenant-ntk,cpu_usage,5-Disk-Noise,3.7803658203683885,0.23884370593404472,362,3.7393655604697513,0.2577782092093283,370,1.0964496312440395,0.16492791943971866,0.02586346981881621,True
tenant-ntk,cpu_usage,6-Combined-Noise,3.654380589913453,0.2482763791349245,359,3.7393655604697513,0.2577782092093283,370,-2.272710950079518,-0.33571821995867535,6.7593197971239315e-06,True
tenant-ntk,cpu_usage,7-Recovery,3.7306183968454536,0.23253020247332837,364,3.7393655604697513,0.2577782092093283,370,-0.23392106181774,-0.03561804842295998,0.6293267380082519,False
tenant-ntk,memory_usage,2-CPU-Noise,470342427.5041322,35964797.82928635,363,463261109.27567565,40735344.35750355,370,1.5285803376692761,0.18418404527182794,0.012776958876534477,True
tenant-ntk,memory_usage,3-Memory-Noise,476325415.38461536,43690959.78542085,351,463261109.27567565,40735344.35750355,370,2.8200740030533082,0.3095809644821667,3.773244160553267e-05,True
tenant-ntk,memory_usage,4-Network-Noise,481572589.40782124,40483687.796768375,358,463261109.27567565,40735344.35750355,370,3.952734163412983,0.4508907337020007,1.912109058536666e-09,True
tenant-ntk,memory_usage,5-Disk-Noise,498197079.6906077,42461539.814011805,362,463261109.27567565,40735344.35750355,370,7.541313033929319,0.8398486224629087,1.2649449196882453e-27,True
tenant-ntk,memory_usage,6-Combined-Noise,514665868.47910863,40212259.256437145,359,463261109.27567565,40735344.35750355,370,11.096282026308241,1.2699242135649824,1.3641945761095258e-55,True
tenant-ntk,memory_usage,7-Recovery,502565201.5824176,36120410.90503122,364,463261109.27567565,40735344.35750355,370,8.48422013412592,1.0204622693587941,8.354991650491484e-39,True
