tenant_id,tenant-cpu,tenant-dsk,tenant-mem,tenant-ntk
tenant-cpu,1.0,-0.28063356862515537,-0.2628799402974994,0.00454346619468756
tenant-dsk,-0.28063356862515537,1.0,0.8433865131133595,0.6861815022431763
tenant-mem,-0.2628799402974994,0.8433865131133595,1.0,0.723144311310364
tenant-ntk,0.00454346619468756,0.6861815022431763,0.723144311310364,1.0
