,tenant-cpu,tenant-dsk,tenant-mem,tenant-ntk
tenant-cpu,,0.0002659784656002948,2.681481287185889e-05,1.5964369632929592e-05
tenant-dsk,0.03534090597203596,,0.0002120499877404507,0.14499209650533912
tenant-mem,0.10987417451449807,0.09983611105672553,,0.3486085552201282
tenant-ntk,0.10952562599588611,0.4339898766810456,0.058299436424437065,
