,tenant-cpu,tenant-dsk,tenant-mem,tenant-ntk
tenant-cpu,,0.6731229492482148,0.5009182392492798,0.6164259425723019
tenant-dsk,0.5942026438560816,,0.544470735767119,0.5190780706967112
tenant-mem,0.3854166752032255,0.4319490982168945,,0.35305260946211625
tenant-ntk,0.4400148909234119,0.47724246965452627,0.4121945975360164,
