,tenant-cpu,tenant-dsk,tenant-mem,tenant-ntk
tenant-cpu,,0.7282996567031624,0.7088056196973779,0.6767605800749047
tenant-dsk,0.7085323180836642,,0.692553096877441,0.7105469129180269
tenant-mem,0.5429909708198718,0.6382856568546776,,0.6140314731837745
tenant-ntk,0.6388592154223894,0.786446865646678,0.6768493728484879,
