,tenant-cpu,tenant-dsk,tenant-mem,tenant-nsy,tenant-ntk
tenant-cpu,,0.7857403112638438,0.6900920812387379,0.1263466224547853,0.7899692919984109
tenant-dsk,0.7690176651926203,,0.766053555742483,0.14888338040580296,0.7727434687263671
tenant-mem,0.6117508482676305,0.5710163104465655,,0.13974806358412506,0.5499711741616553
tenant-nsy,0.04729758248188152,0.030396432161860245,0.04729758248188152,,0.07183745978249499
tenant-ntk,0.884689169000506,0.7356958258261379,0.633380885042298,0.13172175863416813,
