,tenant-cpu,tenant-dsk,tenant-mem,tenant-ntk
tenant-cpu,,0.07071953120814302,0.06745530436372904,0.09749577646335947
tenant-dsk,0.03183625889146576,,0.060808122257834905,0.11583171673075283
tenant-mem,0.0438618507892238,0.04969866849687573,,0.03920081188142032
tenant-ntk,0.058857832505508426,0.08238466802858788,0.04235616105786835,
