,tenant-cpu,tenant-dsk,tenant-mem,tenant-ntk
tenant-cpu,,0.0461750579129331,0.07834274712554275,0.038196012537497555
tenant-dsk,0.2829190074235418,,0.5250102651864533,0.03549737282254903
tenant-mem,5.9822008533332106e-05,0.0006434851151572529,,0.0038157216952521243
tenant-ntk,0.021724591090328923,0.00048597839268757227,0.02018481272221318,
