,tenant-cpu,tenant-dsk,tenant-mem,tenant-ntk
tenant-cpu,,0.095402427168238,0.16233139224216175,0.016768435560932146
tenant-dsk,0.07153287297741494,,0.2609332689534419,0.05306974863559349
tenant-mem,0.16054278719239273,0.32227701830404776,,0.04682019396732589
tenant-ntk,0.010980700888321607,0.02318013317881041,0.05618201722015943,
