,tenant-cpu,tenant-dsk,tenant-mem,tenant-nsy,tenant-ntk
tenant-cpu,,0.0650467359604527,0.0,0.0,0.00045878786483142587
tenant-dsk,0.023806415929246864,,0.0,0.0,0.00045878786483142587
tenant-mem,0.0,0.0,,0.0,0.0
tenant-nsy,0.0,0.0,0.0,,0.0
tenant-ntk,0.00045878786483142587,0.00045878786483142587,0.0,0.0,
