tenant_id,tenant-cpu,tenant-dsk,tenant-mem,tenant-nsy,tenant-ntk
tenant-cpu,1.0,0.1906417414617908,0.22137976683680427,0.06034878583797771,0.2694662280428398
tenant-dsk,0.1906417414617908,1.0,0.3546579074027816,0.008819039999356506,0.24096468438104923
tenant-mem,0.22137976683680427,0.3546579074027816,1.0,0.12565961205172593,0.407875802192337
tenant-nsy,0.06034878583797771,0.008819039999356506,0.12565961205172593,1.0,0.14166966848818835
tenant-ntk,0.2694662280428398,0.24096468438104923,0.407875802192337,0.14166966848818835,1.0
