timestamp,value
"20250710_063624","0"
"20250710_063630","889.9992971192875"
"20250710_063636","1002.0055066806339"
"20250710_063642","1223.1771494224438"
"20250710_063648","1206.127698327972"
"20250710_063654","1651.996772607088"
"20250710_063702","1948.763509230053"
"20250710_063708","1796.98109761293"
"20250710_063714","2058.1351280013246"
"20250710_063720","3037.9074325134284"
"20250710_063726","2396.928077854802"
"20250710_063732","3573.893279156876"
"20250710_063738","4212.812116796169"
"20250710_063744","2333.2170765220762"
"20250710_063750","2411.2785418759167"
"20250710_063757","2576.873013033339"
"20250710_063803","2879.042367989897"
"20250710_063809","2428.2975318061785"
"20250710_063815","1898.059467671282"
"20250710_063821","3662.1639743105193"
"20250710_063827","2759.317380496345"
"20250710_063833","3072.0423406609407"
"20250710_063839","3028.5014932007552"
"20250710_063845","2934.6465398005043"
"20250710_063851","2928.6102435902194"
"20250710_063857","2633.1210006998563"
"20250710_063903","3201.756258193954"
"20250710_063909","2478.1296625465357"
"20250710_063915","2257.7054131881227"
"20250710_063922","2735.9661840466015"
"20250710_063928","2593.864601988164"
"20250710_063934","2495.131715795977"
"20250710_063940","2654.318005445533"
"20250710_063946","2306.3400965716996"
"20250710_063952","2765.231395144743"
"20250710_063958","2609.53702373516"
"20250710_064004","2145.071476187702"
"20250710_064010","2899.4764151466184"
"20250710_064016","4096.628560199349"
"20250710_064022","2872.096864378772"
"20250710_064028","2530.8729031477233"
"20250710_064034","3415.1314093548526"
"20250710_064040","2842.684231733314"
"20250710_064047","2618.3642024792302"
"20250710_064053","2009.81626663375"
"20250710_064059","2285.6604846403825"
"20250710_064105","2625.235690277197"
"20250710_064111","2633.747757512638"
"20250710_064117","2727.866268932598"
"20250710_064123","2665.365832058174"
"20250710_064129","2535.959901540966"
"20250710_064135","3218.3388784860667"
"20250710_064141","2620.1235984086306"
"20250710_064147","2611.7736667597833"
"20250710_064153","2426.7564258947127"
"20250710_064159","2790.8129285969903"
"20250710_064205","2389.0681664003687"
"20250710_064212","2465.879267990627"
"20250710_064218","2424.2753499981136"
"20250710_064224","2622.7267267717225"
"20250710_064230","3188.157046595721"
"20250710_064236","3850.492225148803"
"20250710_064242","2895.345934064077"
"20250710_064248","2295.5735991779807"
"20250710_064254","2682.1708304094695"
"20250710_064302","2649.4231897128784"
"20250710_064308","2455.2093031024997"
"20250710_064314","3259.2616176748566"
"20250710_064320","3270.1711898358867"
"20250710_064326","2968.231640488665"
"20250710_064332","2347.4322086020165"
"20250710_064338","2510.4699216385493"
"20250710_064344","2583.97534359324"
"20250710_064350","2543.85897590934"
"20250710_064356","1933.7457732249159"
"20250710_064402","3430.432506658006"
"20250710_064408","2866.291871375001"
"20250710_064414","2398.3736973822442"
"20250710_064421","2777.895857494227"
"20250710_064427","2930.766085958178"
"20250710_064433","2924.6094618938046"
"20250710_064439","3025.9618972084104"
"20250710_064445","1969.2683217092012"
"20250710_064451","3311.2329163545232"
"20250710_064457","2878.2804117060277"
"20250710_064503","2251.5683993299776"
"20250710_064509","2230.5478344177172"
"20250710_064515","2114.4221724327163"
"20250710_064521","3096.2073082259244"
"20250710_064527","2490.2115056272582"
"20250710_064533","2836.9550023626707"
"20250710_064540","2471.674960377125"
"20250710_064546","2472.216968328474"
"20250710_064552","2531.544002275536"
"20250710_064558","2631.1778960085894"
"20250710_064604","2924.4264973611334"
"20250710_064610","2249.021325583437"
"20250710_064616","1951.323036068843"
"20250710_064622","3843.6612338768005"
"20250710_064628","3262.5895018837987"
"20250710_064634","3708.85513319852"
"20250710_064640","2584.7457767292644"
"20250710_064646","2344.974794637653"
"20250710_064652","2560.109566070662"
"20250710_064658","2131.2241665149018"
"20250710_064704","2787.547113459981"
"20250710_064711","2239.5731942801863"
"20250710_064717","2087.2805824300785"
"20250710_064723","3241.097923766693"
"20250710_064729","2788.2213965864275"
"20250710_064735","3860.453878587916"
"20250710_064741","2992.4627122695983"
"20250710_064747","3009.4649499474053"
"20250710_064753","2871.0979515676436"
"20250710_064759","2790.3854220915064"
"20250710_064805","2317.3299040942784"
"20250710_064811","2561.734019087272"
"20250710_064817","2332.044052503719"
"20250710_064823","2552.576054846149"
"20250710_064830","2367.5957981799293"
"20250710_064836","2467.933875447431"
"20250710_064842","2595.7606363177756"
"20250710_064848","2286.3930032551"
"20250710_064854","2016.60629312248"
"20250710_064901","2972.1285392306613"
"20250710_064907","2796.176799594258"
"20250710_064913","3184.4437944006495"
"20250710_064919","3091.1041512899847"
"20250710_064925","3846.571333024282"
"20250710_064932","3007.47981931825"
"20250710_064938","2662.4093026762957"
"20250710_064944","2180.434089323318"
"20250710_064950","2465.481275008825"
"20250710_064956","1982.7411281616014"
"20250710_065002","3036.865993222448"
"20250710_065009","2951.002936513163"
"20250710_065015","3459.1559565446423"
"20250710_065021","2656.292107811449"
"20250710_065027","2175.2992691873883"
"20250710_065033","2318.901416855218"
"20250710_065039","2704.8852998428265"
"20250710_065045","2219.775697059451"
"20250710_065051","2535.4659736026865"
"20250710_065057","2303.2390957299663"
"20250710_065103","2604.150526436841"
"20250710_065109","2466.8500798324644"
"20250710_065115","2498.2235639262008"
"20250710_065121","3086.658143879346"
"20250710_065127","2585.1873230380293"
"20250710_065133","2200.618547863964"
"20250710_065139","2670.000352818463"
"20250710_065146","2644.822064337729"
"20250710_065152","2552.53099018038"
"20250710_065158","2432.964949677721"
"20250710_065204","2370.7505132475485"
"20250710_065210","2287.1532605306697"
"20250710_065216","1998.8807394896205"
"20250710_065222","2360.894166877351"
"20250710_065228","2520.61311593052"
"20250710_065234","4019.3660280613913"
"20250710_065240","2536.9148072625158"
