tenant_id,1 - Baseline_mean,1 - Baseline_std,2 - CPU Noise_mean,2 - CPU Noise_std,2 - CPU Noise_vs_baseline_pct,3 - Memory Noise_mean,3 - Memory Noise_std,3 - Memory Noise_vs_baseline_pct,4 - Network Noise_mean,4 - Network Noise_std,4 - Network Noise_vs_baseline_pct,5 - Disk Noise_mean,5 - Disk Noise_std,5 - Disk Noise_vs_baseline_pct,6 - Combined Noise_mean,6 - Combined Noise_std,6 - Combined Noise_vs_baseline_pct,7 - Recovery_mean,7 - Recovery_std,7 - Recovery_vs_baseline_pct,metric
tenant-cpu,5476302.946107784,3644007.9481979683,2954301.686746988,69055.24954269812,-46.05299020488408,2950027.497005988,18826.151583802686,-46.131039023276024,2953590.6341463416,38831.077783187786,-46.06597437700976,2946205.055214724,17689.273317029918,-46.20083870070221,2953567.8036809815,38978.875200067734,-46.06639127259762,2953338.634730539,33675.86719276954,-46.07057601096396,memory_usage
tenant-mem,27160526.946107786,3387883.4887605747,28468606.457831327,1628160.4427055134,4.816105056868176,28486331.017964073,1331532.9865460102,4.881363585054743,28480262.243902437,1115139.7359865648,4.859019489619198,29265643.582822084,1793967.3047935874,7.750647256922863,28400332.17177914,1272249.1616825478,4.5647318556498915,36263016.23952096,3745345.15528559,33.51366971441472,memory_usage
tenant-dsk,62463469.03703704,4780673.336831308,64418310.1686747,936228.472602926,3.1295750328541003,64226972.359281436,696106.7845641959,2.8232554954620728,64365817.75609756,786123.0077800906,3.045538053502197,64540295.06748466,717373.183351535,3.3248650170489142,64321749.59509202,531370.4643563002,2.9749877595705363,64486320.28742515,898711.9456459674,3.2384548626152796,memory_usage
tenant-ntk,1591270.7160493827,251790.67807633878,1609012.4337349397,43584.18100354908,1.1149402491113511,1638449.0538922155,232882.52099068966,2.9648215961619364,1601985.5609756098,29274.196600481137,0.6733514805594272,1607039.2147239263,69715.80359633846,0.990937526563156,1616135.8527607361,77798.7609408325,1.5625962609986082,1624370.5868263473,96130.60990340458,2.08009048637186,memory_usage
tenant-cpu,0.1709949429603052,0.4877361347141837,0.000979003493175071,0.00013711097052048773,-99.42746640559872,0.000998324408772701,0.00014113303254500835,-99.41616729039498,0.0010578807767167848,0.00017217902194612813,-99.38133797502867,0.0010597742935064762,0.00016398116826024176,-99.38023062252051,0.001086512378376051,0.00015257954924863991,-99.36459385314788,0.0009953785083282737,0.0001527525090058273,-99.41789009014181,cpu_usage
tenant-mem,0.012301601855009222,0.0016390555570863616,0.01238583385369224,0.0008831912363161455,0.6847238243913696,0.012326687137613536,0.0009429858237843653,0.20391883024648166,0.012335845592167488,0.0009092584810155856,0.2783681146721751,0.012545201024717801,0.0008576667395261017,1.9802231658910794,0.012404871814168486,0.0008890949651336039,0.8394838361413245,0.012321258496208465,0.0008708281805142367,0.15978928135475826,cpu_usage
tenant-dsk,0.022957676253688056,0.003454930098361147,0.023566421679687352,0.0018735272727403458,2.651598616830844,0.023729761870321355,0.0017647335536129533,3.36308260514505,0.02430454704810567,0.0019983020355075903,5.866755761926235,0.024484010390126106,0.0016748778481677337,6.648469642884043,0.024473580126034865,0.0018695163501544383,6.603037065231219,0.023736115060344398,0.0018036546433501045,3.390756094190015,cpu_usage
tenant-ntk,0.0006468809525199326,5.63504818237497e-05,0.0006213875378927958,4.6492386562785716e-05,-3.9409746921480506,0.0006380523732229137,4.785791600796295e-05,-1.364791970242291,0.0006379494292198048,4.954757911505244e-05,-1.3807058725929207,0.0006324832689088056,4.995364395167098e-05,-2.2257083865339737,0.0006337116836482817,5.178671424843566e-05,-2.0358102708620276,0.0006318426829511562,5.2306573236035656e-05,-2.324735256185021,cpu_usage
tenant-cpu,37.20841194073648,4.497570889934517,36.66831288185517,4.079209587967662,-1.4515509550408932,36.213943481691494,3.774914548241535,-2.672697938920164,36.687560165184195,3.8522398961692064,-1.3998226432825776,36.62853964995549,3.721453950079168,-1.558444073626628,36.248333766334525,3.716867410710485,-2.580271837269263,36.43185100502953,3.766601565828807,-2.08705745610379,network_total_bandwidth
tenant-mem,3604.255588928768,557.9280547773066,3669.7964458642764,413.16172469237296,1.818429778865605,3679.304377570658,373.9904689173847,2.0822271559325105,3688.0760295758832,364.65948975759363,2.325596467259082,3731.4307443959915,402.6268040620995,3.528472172114238,3687.900896051966,351.3054341034685,2.3207373911032376,3677.1845079215263,380.43727414115153,2.0234114144617026,network_total_bandwidth
