,tenant-cpu,tenant-dsk,tenant-mem,tenant-ntk
tenant-cpu,,0.8300782369472177,0.4322260322152758,0.0040769493563520805
tenant-dsk,0.7242710329624449,,0.30221584705807925,0.9539957121618485
tenant-mem,0.11800081745720742,0.5930026380225892,,0.055417609827952005
tenant-ntk,0.14364764071493338,0.39131116160546286,0.3760404561096268,
