tenant_id,tenant-cpu,tenant-dsk,tenant-mem,tenant-ntk
tenant-cpu,1.8850550915996795e-08,2.5963602486080923e-08,1.4770193697410215e-08,1.1811604014356896e-09
tenant-dsk,2.5963602486080923e-08,2.5983990893611854e-06,6.654649259227041e-07,3.210257056330407e-08
tenant-mem,1.4770193697410215e-08,6.654649259227041e-07,8.294693075851145e-07,2.392337368714645e-08
tenant-ntk,1.1811604014356896e-09,3.210257056330407e-08,2.392337368714645e-08,3.219743974633508e-09
