tenant_id,tenant-cpu,tenant-dsk,tenant-mem,tenant-ntk
tenant-cpu,1705159193249731.2,425927229409800.1,87041414133191.69,-32810784305374.363
tenant-dsk,425927229409800.1,3510168564926138.0,-207647462597632.5,89791189623790.5
tenant-mem,87041414133191.69,-207647462597632.5,2566569610372277.5,-29432804626971.254
tenant-ntk,-32810784305374.363,89791189623790.5,-29432804626971.254,1334433559076603.2
