tenant_id,metric_name,experimental_phase,mean,volatility,count,baseline_mean,baseline_std,baseline_count,percentage_change,cohen_d,p_value,is_significant,round_id
tenant-cpu,cpu_usage,2-CPU-Noise,2.5311062148064605,0.24314015458683894,354,3.777335791386768,0.2676364076082638,366,-32.99228994737534,-4.870249208968633,3.852340453393948e-304,True,round-5
tenant-cpu,cpu_usage,3-Memory-Noise,2.9010380258823973,0.2179027504028432,356,3.777335791386768,0.2676364076082638,366,-23.198831501889234,-3.5857537555866976,7.482030632772168e-225,True,round-5
tenant-cpu,cpu_usage,4-Network-Noise,2.397857264289412,0.2545080828363987,351,3.777335791386768,0.2676364076082638,366,-36.519880764715126,-5.279444074144291,0.0,True,round-5
tenant-cpu,cpu_usage,5-Disk-Noise,3.4418030637473827,0.2429271878336901,281,3.777335791386768,0.2676364076082638,366,-8.882787926995542,-1.3045511642347103,7.361694277745247e-52,True,round-5
tenant-cpu,cpu_usage,6-Combined-Noise,1.6446156298452514,0.15375078557710758,212,3.777335791386768,0.2676364076082638,366,-56.46096294654635,-9.173554431783435,0.0,True,round-5
tenant-cpu,cpu_usage,7-Recovery,3.686700199968847,0.3500075167657686,355,3.777335791386768,0.2676364076082638,366,-2.399458147845685,-0.29149745688260553,0.0001070849695365214,True,round-5
tenant-cpu,disk_io_total,2-CPU-Noise,296752.2738978743,44135.99432074666,354,312192.9114896051,41045.74092637971,366,-4.945864247223602,-0.3625152451031557,1.4663005989256707e-06,True,round-5
tenant-cpu,disk_io_total,3-Memory-Noise,307280.2664131688,39129.611198325576,356,312192.9114896051,41045.74092637971,366,-1.5735927676884025,-0.12247190923142688,0.10012905311174301,False,round-5
tenant-cpu,disk_io_total,4-Network-Noise,298536.80129150674,36102.427674908366,351,312192.9114896051,41045.74092637971,366,-4.374253769228534,-0.3528263748178869,2.64043627101075e-06,True,round-5
tenant-cpu,disk_io_total,5-Disk-Noise,278095.436140994,49357.09775293578,281,312192.9114896051,41045.74092637971,366,-10.921924904033702,-0.7603680269407966,2.147232149084133e-19,True,round-5
tenant-cpu,disk_io_total,6-Combined-Noise,238316.16205770656,44926.892270715194,212,312192.9114896051,41045.74092637971,366,-23.663813851314288,-1.7379235282446062,4.723836459568911e-61,True,round-5
tenant-cpu,disk_io_total,7-Recovery,308506.829012063,45594.8982530484,355,312192.9114896051,41045.74092637971,366,-1.1807066534452175,-0.08504009863275494,0.25476995369104277,False,round-5
tenant-cpu,memory_usage,2-CPU-Noise,249086495.81920904,46768041.15163504,354,241302421.6830601,52268297.71881489,366,3.2258582743827415,0.15680941335600124,0.035429593730804114,True,round-5
tenant-cpu,memory_usage,3-Memory-Noise,258045261.66292134,47569943.42809027,356,241302421.6830601,52268297.71881489,366,6.938529610719033,0.33481028426463527,7.796998069253327e-06,True,round-5
tenant-cpu,memory_usage,4-Network-Noise,262310512.3190883,45539877.1065755,351,241302421.6830601,52268297.71881489,366,8.706125073051021,0.427950275298181,1.3665309226718522e-08,True,round-5
