metric_name,formatted_metric_name,experimental_phase,formatted_phase,tenant_id,count,mean,std,min,q1,median,q3,max,iqr
memory_usage,Memory Usage,4-Network-Noise,4 - Network Noise,tenant-cpu,3236,258765720.20766377,49083774.08109399,86618112.0,221566976.0,264581120.0,291061760.0,362229760.0,69494784.0
memory_usage,Memory Usage,4-Network-Noise,4 - Network Noise,tenant-dsk,3236,516175815.0407911,47859212.723223016,350085120.0,480354304.0,519536640.0,547445760.0,619880448.0,67091456.0
memory_usage,Memory Usage,4-Network-Noise,4 - Network Noise,tenant-mem,3236,268047218.23485786,49145955.03693757,135413760.0,231596032.0,272861184.0,299257856.0,371851264.0,67661824.0
memory_usage,Memory Usage,4-Network-Noise,4 - Network Noise,tenant-nsy,3236,513644433.8788628,54471233.47378091,228372480.0,490055680.0,511451136.0,552386560.0,651575296.0,62330880.0
memory_usage,Memory Usage,4-Network-Noise,4 - Network Noise,tenant-ntk,3236,478232930.4128554,41527450.2251064,341962752.0,452005888.0,469110784.0,513257472.0,611606528.0,61251584.0
memory_usage,Memory Usage,5-Disk-Noise,5 - Disk Noise,tenant-cpu,3151,274073276.97365916,53616656.17430534,96788480.0,234074112.0,278937600.0,312877056.0,373223424.0,78802944.0
memory_usage,Memory Usage,5-Disk-Noise,5 - Disk Noise,tenant-dsk,3151,528692181.42811805,48225885.40033198,394502144.0,492347392.0,534839296.0,559960064.0,628703232.0,67612672.0
memory_usage,Memory Usage,5-Disk-Noise,5 - Disk Noise,tenant-mem,3151,284333402.0996509,50924426.02730946,107864064.0,245059584.0,288563200.0,319877120.0,389558272.0,74817536.0
memory_usage,Memory Usage,5-Disk-Noise,5 - Disk Noise,tenant-nsy,3151,572665490.7267534,58988909.065534085,223215616.0,537931776.0,580411392.0,611061760.0,676970496.0,73129984.0
memory_usage,Memory Usage,5-Disk-Noise,5 - Disk Noise,tenant-ntk,3151,491013495.99746114,47621233.77776826,326881280.0,459247616.0,485445632.0,523859968.0,611061760.0,64612352.0
memory_usage,Memory Usage,6-Combined-Noise,6 - Combined Noise,tenant-cpu,2720,282300111.8117647,53101126.17530742,96997376.0,243666944.0,285786112.0,318984192.0,387764224.0,75317248.0
memory_usage,Memory Usage,6-Combined-Noise,6 - Combined Noise,tenant-dsk,2720,535977074.4470588,50817712.35357014,358809600.0,498769920.0,542625792.0,568594432.0,640421888.0,69824512.0
memory_usage,Memory Usage,6-Combined-Noise,6 - Combined Noise,tenant-mem,2720,289276778.91764706,52091170.5321937,14295040.0,253150208.0,294629376.0,323043328.0,388653056.0,69893120.0
memory_usage,Memory Usage,6-Combined-Noise,6 - Combined Noise,tenant-nsy,2720,847908729.9764706,74430749.5042537,525979648.0,815969280.0,861556736.0,894959616.0,977776640.0,78990336.0
memory_usage,Memory Usage,6-Combined-Noise,6 - Combined Noise,tenant-ntk,2720,497031357.7411765,46292438.24144528,336965632.0,467407872.0,493879296.0,531642368.0,623394816.0,64234496.0
memory_usage,Memory Usage,7-Recovery,7 - Recovery,tenant-cpu,2804,277855639.55492157,52332124.76840479,105611264.0,241496064.0,282470400.0,311894016.0,390332416.0,70397952.0
memory_usage,Memory Usage,7-Recovery,7 - Recovery,tenant-dsk,2804,532689196.9186876,48666076.60623156,368644096.0,498511872.0,535793664.0,565915648.0,640618496.0,67403776.0
memory_usage,Memory Usage,7-Recovery,7 - Recovery,tenant-mem,2804,280799436.50784594,54486630.05137075,112721920.0,244270080.0,288620544.0,317767680.0,389955584.0,73497600.0
memory_usage,Memory Usage,7-Recovery,7 - Recovery,tenant-nsy,2804,157495645.1241084,50427752.330136955,140566528.0,149553152.0,153131008.0,156049408.0,800591872.0,6496256.0
memory_usage,Memory Usage,7-Recovery,7 - Recovery,tenant-ntk,2804,497057606.4821683,41522101.24061988,376922112.0,468520960.0,491040768.0,527427584.0,622292992.0,58906624.0
