tenant_id,causality_impact_score,causality_affected_score,correlation_strength,phase_variation,noisy_score,metrics_count
tenant-b,0.7091492165879554,0.0,0.06570329241568162,23.651284011261367,5.104542398270955,61
tenant-d,0.8887180698918608,0.0,0.10079272175454729,2.8207960379584955,1.0387560590639937,90
tenant-c,0.8592245283054852,0.0,0.1093612792682971,2.4222001230232246,0.9468606725378768,90
tenant-a,0.8416700774578901,0.0,0.1027085450830382,0.31460827988738943,0.5145692582313344,90
