,tenant-cpu,tenant-dsk,tenant-mem,tenant-ntk
tenant-cpu,,0.1826042379259973,0.17741320470056568,0.17814434991402348
tenant-dsk,0.18825178738438253,,0.19756852899387997,0.12026698571291558
tenant-mem,0.18437587645264597,0.19431300848553848,,0.20495469859586016
tenant-ntk,0.09226943198760433,0.09335802185583117,0.07045388801170506,
