,tenant-cpu,tenant-dsk,tenant-mem,tenant-nsy,tenant-ntk
tenant-cpu,,0.9997464299367669,0.9634199823373112,0.9085662148764647,0.783860424951408
tenant-dsk,0.9352455611741923,,0.995190017539966,0.7470866820378246,0.6772145414231543
tenant-mem,0.6258971742274219,0.673377379874136,,0.1743871377157158,0.6373404216569807
tenant-nsy,0.19253398819646733,0.6396855356351698,0.978473529783481,,0.35841342041496627
tenant-ntk,0.9947060948742208,0.011426692298780072,0.02435413052170206,0.18835599013141188,
