,tenant-cpu,tenant-dsk,tenant-mem,tenant-ntk
tenant-cpu,,0.013082074937663253,0.0013812921159314943,0.5015087841264161
tenant-dsk,0.21488670333564663,,0.015313216004223914,0.8504716221540662
tenant-mem,0.14332215983622093,0.6575766562348958,,0.3090411956802011
tenant-ntk,0.006654704341449554,0.8736076427673338,0.11231867701601957,
