,tenant-cpu,tenant-dsk,tenant-mem,tenant-nsy,tenant-ntk
tenant-cpu,,0.2336713488862591,0.09338279325707897,0.18261193331639472,0.1948667622157705
tenant-dsk,0.2516192492786005,,0.25258652070127763,0.16727035156927658,0.25316686426378343
tenant-mem,0.08888684400038234,0.1734953992029875,,0.16180658652431468,0.1896589031523591
tenant-nsy,0.13897233651977656,0.07501404973343219,0.11675316112962925,,0.11379969455772587
tenant-ntk,0.21891317708498692,0.3262667945061922,0.2686628579404918,0.20429797360268323,
