target,source,p-value,metric,phase,round_id,score
tenant-cpu,tenant-dsk,0.00041257287685090216,cpu_usage,1-Baseline,round-7,
tenant-cpu,tenant-mem,0.01501399831463712,cpu_usage,1-Baseline,round-7,
tenant-cpu,tenant-ntk,5.868262936158081e-10,cpu_usage,1-Baseline,round-7,
tenant-dsk,tenant-cpu,0.00037626962948204785,cpu_usage,1-Baseline,round-7,
tenant-dsk,tenant-mem,0.0033243350260250756,cpu_usage,1-Baseline,round-7,
tenant-dsk,tenant-ntk,4.8671523673092895e-05,cpu_usage,1-Baseline,round-7,
tenant-mem,tenant-cpu,0.16066771722056938,cpu_usage,1-Baseline,round-7,
tenant-mem,tenant-dsk,0.07368935302877556,cpu_usage,1-Baseline,round-7,
tenant-mem,tenant-ntk,2.4309853068925676e-10,cpu_usage,1-Baseline,round-7,
tenant-ntk,tenant-cpu,0.0019681523187892636,cpu_usage,1-Baseline,round-7,
tenant-ntk,tenant-dsk,0.014417147055185021,cpu_usage,1-Baseline,round-7,
tenant-ntk,tenant-mem,3.702404926983083e-05,cpu_usage,1-Baseline,round-7,
tenant-cpu,tenant-dsk,0.00235330940275432,cpu_usage,2-CPU-Noise,round-7,
tenant-cpu,tenant-mem,3.466384503161869e-07,cpu_usage,2-CPU-Noise,round-7,
tenant-cpu,tenant-nsy,0.001258973552847101,cpu_usage,2-CPU-Noise,round-7,
tenant-cpu,tenant-ntk,4.309978932730945e-08,cpu_usage,2-CPU-Noise,round-7,
tenant-dsk,tenant-cpu,1.499303162414621e-06,cpu_usage,2-CPU-Noise,round-7,
tenant-dsk,tenant-mem,8.028357891195126e-05,cpu_usage,2-CPU-Noise,round-7,
tenant-dsk,tenant-nsy,0.0041409437624287376,cpu_usage,2-CPU-Noise,round-7,
tenant-dsk,tenant-ntk,2.96908748219209e-06,cpu_usage,2-CPU-Noise,round-7,
tenant-mem,tenant-cpu,2.1957758863168178e-10,cpu_usage,2-CPU-Noise,round-7,
tenant-mem,tenant-dsk,0.0007237334628767657,cpu_usage,2-CPU-Noise,round-7,
tenant-mem,tenant-nsy,0.000545261142252958,cpu_usage,2-CPU-Noise,round-7,
tenant-mem,tenant-ntk,5.367918811416659e-08,cpu_usage,2-CPU-Noise,round-7,
tenant-nsy,tenant-cpu,4.960195148495137e-09,cpu_usage,2-CPU-Noise,round-7,
tenant-nsy,tenant-dsk,1.919900594150521e-05,cpu_usage,2-CPU-Noise,round-7,
tenant-nsy,tenant-mem,6.1214837678767885e-09,cpu_usage,2-CPU-Noise,round-7,
tenant-nsy,tenant-ntk,1.0471105432484804e-09,cpu_usage,2-CPU-Noise,round-7,
tenant-ntk,tenant-cpu,0.0003102635490249063,cpu_usage,2-CPU-Noise,round-7,
tenant-ntk,tenant-dsk,0.00848731009871036,cpu_usage,2-CPU-Noise,round-7,
tenant-ntk,tenant-mem,0.05034261436466757,cpu_usage,2-CPU-Noise,round-7,
tenant-ntk,tenant-nsy,0.00039651472358498386,cpu_usage,2-CPU-Noise,round-7,
tenant-cpu,tenant-dsk,0.0017789220748212252,cpu_usage,3-Memory-Noise,round-7,
tenant-cpu,tenant-mem,0.003349388299685459,cpu_usage,3-Memory-Noise,round-7,
tenant-cpu,tenant-nsy,2.4730073632002246e-09,cpu_usage,3-Memory-Noise,round-7,
tenant-cpu,tenant-ntk,3.4941041336383625e-07,cpu_usage,3-Memory-Noise,round-7,
tenant-dsk,tenant-cpu,0.000774993420601006,cpu_usage,3-Memory-Noise,round-7,
tenant-dsk,tenant-mem,1.5013189257068257e-08,cpu_usage,3-Memory-Noise,round-7,
tenant-dsk,tenant-nsy,0.007149309049344877,cpu_usage,3-Memory-Noise,round-7,
tenant-dsk,tenant-ntk,1.3380810933535654e-07,cpu_usage,3-Memory-Noise,round-7,
tenant-mem,tenant-cpu,0.0001980073875672073,cpu_usage,3-Memory-Noise,round-7,
tenant-mem,tenant-dsk,0.0006428346564735052,cpu_usage,3-Memory-Noise,round-7,
tenant-mem,tenant-nsy,2.2018473510578123e-07,cpu_usage,3-Memory-Noise,round-7,
tenant-mem,tenant-ntk,3.673491693633526e-05,cpu_usage,3-Memory-Noise,round-7,
tenant-nsy,tenant-cpu,1.5372584117057888e-06,cpu_usage,3-Memory-Noise,round-7,
tenant-nsy,tenant-dsk,1.3509986289804155e-07,cpu_usage,3-Memory-Noise,round-7,
tenant-nsy,tenant-mem,2.0307801371825128e-05,cpu_usage,3-Memory-Noise,round-7,
tenant-nsy,tenant-ntk,2.995804508359873e-08,cpu_usage,3-Memory-Noise,round-7,
tenant-ntk,tenant-cpu,0.007884107262459326,cpu_usage,3-Memory-Noise,round-7,
tenant-ntk,tenant-dsk,0.00020475682116422085,cpu_usage,3-Memory-Noise,round-7,
tenant-ntk,tenant-mem,9.211397090606883e-05,cpu_usage,3-Memory-Noise,round-7,
tenant-ntk,tenant-nsy,0.00010498537880116968,cpu_usage,3-Memory-Noise,round-7,
tenant-cpu,tenant-dsk,0.0016532690191683364,cpu_usage,4-Network-Noise,round-7,
tenant-cpu,tenant-mem,8.46141335891228e-07,cpu_usage,4-Network-Noise,round-7,
tenant-cpu,tenant-nsy,2.680734694306312e-13,cpu_usage,4-Network-Noise,round-7,
tenant-cpu,tenant-ntk,1.2299182662758312e-08,cpu_usage,4-Network-Noise,round-7,
tenant-dsk,tenant-cpu,3.406998159045193e-05,cpu_usage,4-Network-Noise,round-7,
tenant-dsk,tenant-mem,3.618906364187733e-05,cpu_usage,4-Network-Noise,round-7,
tenant-dsk,tenant-nsy,4.902239079957127e-05,cpu_usage,4-Network-Noise,round-7,
tenant-dsk,tenant-ntk,0.0014522951142284834,cpu_usage,4-Network-Noise,round-7,
tenant-mem,tenant-cpu,3.202901114266027e-07,cpu_usage,4-Network-Noise,round-7,
tenant-mem,tenant-dsk,0.025987841672937027,cpu_usage,4-Network-Noise,round-7,
tenant-mem,tenant-nsy,1.5112842229893933e-06,cpu_usage,4-Network-Noise,round-7,
tenant-mem,tenant-ntk,3.344734307619893e-13,cpu_usage,4-Network-Noise,round-7,
tenant-nsy,tenant-cpu,7.009833327484493e-08,cpu_usage,4-Network-Noise,round-7,
tenant-nsy,tenant-dsk,0.5516770651573986,cpu_usage,4-Network-Noise,round-7,
tenant-nsy,tenant-mem,1.0425510864761665e-10,cpu_usage,4-Network-Noise,round-7,
tenant-nsy,tenant-ntk,3.2593843753112765e-09,cpu_usage,4-Network-Noise,round-7,
tenant-ntk,tenant-cpu,0.01477354292827561,cpu_usage,4-Network-Noise,round-7,
tenant-ntk,tenant-dsk,0.2566241621383327,cpu_usage,4-Network-Noise,round-7,
tenant-ntk,tenant-mem,0.00022847278126406342,cpu_usage,4-Network-Noise,round-7,
tenant-ntk,tenant-nsy,0.008099076832747501,cpu_usage,4-Network-Noise,round-7,
tenant-cpu,tenant-dsk,2.8225101331805897e-05,cpu_usage,5-Disk-Noise,round-7,
tenant-cpu,tenant-mem,4.204407684368605e-06,cpu_usage,5-Disk-Noise,round-7,
tenant-cpu,tenant-nsy,1.2112276368943458e-08,cpu_usage,5-Disk-Noise,round-7,
tenant-cpu,tenant-ntk,1.6948449257590978e-14,cpu_usage,5-Disk-Noise,round-7,
tenant-dsk,tenant-cpu,3.7231334502644573e-07,cpu_usage,5-Disk-Noise,round-7,
tenant-dsk,tenant-mem,3.6754458548804554e-07,cpu_usage,5-Disk-Noise,round-7,
tenant-dsk,tenant-nsy,0.0008571217933662059,cpu_usage,5-Disk-Noise,round-7,
tenant-dsk,tenant-ntk,0.00073498863192648,cpu_usage,5-Disk-Noise,round-7,
tenant-mem,tenant-cpu,0.0002085575394073904,cpu_usage,5-Disk-Noise,round-7,
tenant-mem,tenant-dsk,8.230145183264685e-06,cpu_usage,5-Disk-Noise,round-7,
tenant-mem,tenant-nsy,0.00010524710080538993,cpu_usage,5-Disk-Noise,round-7,
tenant-mem,tenant-ntk,2.3585695949612632e-11,cpu_usage,5-Disk-Noise,round-7,
tenant-nsy,tenant-cpu,3.6950840131013343e-06,cpu_usage,5-Disk-Noise,round-7,
tenant-nsy,tenant-dsk,0.038128645015624,cpu_usage,5-Disk-Noise,round-7,
tenant-nsy,tenant-mem,1.7553129268291748e-06,cpu_usage,5-Disk-Noise,round-7,
tenant-nsy,tenant-ntk,0.0002841742842180625,cpu_usage,5-Disk-Noise,round-7,
tenant-ntk,tenant-cpu,4.152536549937166e-11,cpu_usage,5-Disk-Noise,round-7,
tenant-ntk,tenant-dsk,0.06161758723560258,cpu_usage,5-Disk-Noise,round-7,
tenant-ntk,tenant-mem,4.817047048364225e-06,cpu_usage,5-Disk-Noise,round-7,
tenant-ntk,tenant-nsy,0.021428915429365397,cpu_usage,5-Disk-Noise,round-7,
tenant-cpu,tenant-dsk,0.0206177088077923,cpu_usage,6-Combined-Noise,round-7,
tenant-cpu,tenant-mem,1.6537732958807332e-06,cpu_usage,6-Combined-Noise,round-7,
tenant-cpu,tenant-nsy,6.59901233485887e-14,cpu_usage,6-Combined-Noise,round-7,
tenant-cpu,tenant-ntk,1.3386128283218707e-08,cpu_usage,6-Combined-Noise,round-7,
tenant-dsk,tenant-cpu,0.0014731077925246145,cpu_usage,6-Combined-Noise,round-7,
