,tenant-cpu,tenant-dsk,tenant-mem,tenant-nsy,tenant-ntk
tenant-cpu,,0.0017789220748212252,0.003349388299685459,2.4730073632002246e-09,3.4941041336383625e-07
tenant-dsk,0.000774993420601006,,1.5013189257068257e-08,0.007149309049344877,1.3380810933535654e-07
tenant-mem,0.0001980073875672073,0.0006428346564735052,,2.2018473510578123e-07,3.673491693633526e-05
tenant-nsy,1.5372584117057888e-06,1.3509986289804155e-07,2.0307801371825128e-05,,2.995804508359873e-08
tenant-ntk,0.007884107262459326,0.00020475682116422085,9.211397090606883e-05,0.00010498537880116968,
